TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC RX 035.2/4WE/FDA7E.TNPN;GADC RX;035.2/4WE/FDA7E.TNPN;n/a;finoox;203-1ADK.2PY.1H9.RJRV-R23.01.0800.010;GADC RX 035.2-06_4-07-E0W-CC-E32AX-3126_Alu;6930;E;4;1;3126;Axial;8,542;6,289;8,836;7,324;9,538;7,458;9,062;7,444;8,689;7,069;8,402;6,353;50,62;4644;585;10;VT03208;0,191;0,22;A;41,23;63,53;9,9;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;116,7;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.2/4WE/HDA7A.TNPN;GADC RX;035.2/4WE/HDA7A.TNPN;n/a;finoox;203-1ADL.2PY.1H3.RJWV-R23.01.0000.010;GADC RX 035.2-08_4-07-A0W-CC-E32AX-3126_Alu;6782;A;4;1;3126;Axial;9,754;7,403;10,082;8,484;10,767;8,518;10,263;8,512;9,864;8,14;9,724;7,473;67,49;4466;585;9;VT03208;0,192;0,22;A;41,23;63,53;13,2;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;268;;963;118,7;22;35;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;714;;;;;;;;no;no;C;E;Aluminum;7;4;8;yes;piece;1
GADC RX 035.2/3WE/DEE4A.TNPN;GADC RX;035.2/3WE/DEE4A.TNPN;n/a;finoox;203-1ALW.2PY.1HM.RJTT-R23.01.0000.010;GADC RX 035.2-04_3-04-A0W-CL-E32AX-3126_Epoxy;5632;A;3;1;3126;Axial;7,114;5,204;7,172;5,982;7,926;6,211;7,374;6,169;6,995;5,777;6,959;5,284;53,5;3663;585;8;VT03208;0,143;0,22;A;40,18;62,28;6,5;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;86,3;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;552;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;4;4;yes;piece;1
GADC RX 035.2/3WE/HEE4A.TNPN;GADC RX;035.2/3WE/HEE4A.TNPN;n/a;finoox;203-1AM0.2PY.1JN.RJWR-R23.01.0000.010;GADC RX 035.2-08_3-04-A0W-CL-E32AX-3126_Epoxy;6570;A;3;1;3126;Axial;8,629;6,422;8,938;7,409;9,403;7,354;8,943;7,37;8,601;7,028;8,533;6,435;107;3271;585;7;VT03208;0,144;0,22;A;40,18;62,28;12,4;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;104,9;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;750;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;6;8;yes;piece;1
GADC RX 035.2/3WE/FEE4A.TNPN;GADC RX;035.2/3WE/FEE4A.TNPN;n/a;finoox;203-1ALY.2PY.1HS.RJWT-R23.01.0000.010;GADC RX 035.2-06_3-04-A0W-CL-E32AX-3126_Epoxy;6130;A;3;1;3126;Axial;8,337;6,366;8,547;7,238;9,098;7,25;8,664;7,219;8,261;6,919;8,289;6,431;80,25;3466;585;7;VT03208;0,144;0,22;A;40,18;62,28;9,7;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;96,5;22;35;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;633;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.2/2WE/FEE7A.TNPN;GADC RX;035.2/2WE/FEE7A.TNPN;n/a;finoox;203-1AKC.2PY.1HR.RJTR-R23.01.0000.010;GADC RX 035.2-06_2-07-A0W-CL-E32AX-3126_Epoxy;4312;A;2;1;3126;Axial;4,831;3,754;5,03;4,228;5,346;4,295;5,143;4,267;4,916;4,111;4,821;3,817;31,64;2543;585;7;VT03208;0,095;0,22;A;38,68;60,52;6,5;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;318;1296;963;68,8;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;564;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GADC RX 035.2/4WE/HDE7E.TNPN;GADC RX;035.2/4WE/HDE7E.TNPN;n/a;finoox;203-1ANM.2PY.1H3.RJWV-R23.01.0800.010;GADC RX 035.2-08_4-07-E0W-CC-E32AX-3126_Epoxy;7666;E;4;1;3126;Axial;9,668;7,343;9,995;8,41;10,669;8,443;10,173;8,435;9,775;8,07;9,639;7,413;67,49;4466;585;9;VT03208;0,192;0,22;A;41,23;63,53;13,2;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;129;22;35;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;C;E;Epoxy coated aluminum;7;4;8;yes;piece;1
GADC RX 035.2/4WE/HDE7E.TNNN;GADC RX;035.2/4WE/HDE7E.TNNN;n/a;finoox;203-1ANM.2PY.1H3.RJWV-R23.01.0800.000;GADC RX 035.2-08_4-07-E0W-CC-E32AX-3126_Epoxy;7425;E;4;1;3126;Axial;9,668;7,343;9,995;8,41;10,669;8,443;10,173;8,435;9,775;8,07;9,639;7,413;67,49;4466;585;9;VT03208;0,192;0,22;A;41,23;63,53;13,2;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;129;22;35;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;C;E;Epoxy coated aluminum;7;4;8;yes;piece;1
GADC RX 035.2/1WE/FEC7A.TNNN;GADC RX;035.2/1WE/FEC7A.TNNN;n/a;finoox;203-1ARJ.2PY.1HD.RJVZ-R23.01.0000.000;GADC RX 035.2-06_1-07-A0W-CL-E32AX-3126_PC;3921;A;1;1;3126;Axial;2,236;1,684;2,312;1,943;2,492;1,963;2,366;1,959;2,266;1,87;2,229;1,708;15,82;1272;585;5;VT03208;0,047;0,22;A;35,94;57,51;3,5;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;318;616;963;42,4;16;22;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;545;;;;;;;;no;no;L;E;Powder coated;7;14;6;yes;piece;1
GADC RX 035.2/3WE/FDC4E.TNPN;GADC RX;035.2/3WE/FDC4E.TNPN;n/a;finoox;203-1AU1.2PY.1H9.RJWQ-R23.01.0800.010;GADC RX 035.2-06_3-04-E0W-CC-E32AX-3126_PC;6893;E;3;1;3126;Axial;6,489;4,912;6,609;5,591;7,122;5,629;6,713;5,617;6,398;5,349;6,448;4,952;64,2;3082;585;7;VT03208;0,145;0,22;B;40,22;62,28;7,6;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;91,7;22;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.2/1XE/FEA7A.TNNN;GADC RX;035.2/1XE/FEA7A.TNNN;n/a;finoox;203-1A88.2Q0.1HD.RJVZ-R23.01.0000.000;GADC RX 035.2-06_1-07-A0X-CL-E32AX-3128_Alu;2905;A;1;1;3128;Axial;2,208;1,685;2,288;1,926;2,44;1,938;2,334;1,932;2,236;1,856;2,203;1,706;15,82;1127;515;4;VT03208;0,05;0,23;A;35,94;57,51;3,5;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;318;616;963;42,3;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;545;;;;;;;;no;no;L;E;Aluminum;7;14;6;yes;piece;1
GADC RX 035.2/2XE/DEE4E.TNPN;GADC RX;035.2/2XE/DEE4E.TNPN;n/a;finoox;203-1AJT.2Q0.1HL.RJW5-R23.01.0800.010;GADC RX 035.2-04_2-04-E0X-CL-E32AX-3128_Epoxy;4586;E;2;1;3128;Axial;4,261;3,127;4,312;3,589;4,732;3,708;4,419;3,667;4,199;3,46;4,162;3,16;35,67;2153;515;6;VT03208;0,1;0,23;B;38,68;60,52;4,5;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;68,3;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GADC RX 035.2/1XE/HEE7E.TNNN;GADC RX;035.2/1XE/HEE7E.TNNN;n/a;finoox;203-1AHB.2Q0.1HU.RJW1-R23.01.0800.000;GADC RX 035.2-08_1-07-E0X-CL-E32AX-3128_Epoxy;3735;E;1;1;3128;Axial;2,465;1,827;2,583;2,137;2,722;2,125;2,606;2,13;2,511;2,037;2,453;1,837;21,09;1092;515;4;VT03208;0,05;0,23;A;35,94;57,51;4,4;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;50,8;16;22;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;7;20;8;yes;piece;1
GADC RX 035.2/1XE/FDC7E.TNPN;GADC RX;035.2/1XE/FDC7E.TNPN;n/a;finoox;203-1AQH.2Q0.1HH.RJVX-R23.01.0800.010;GADC RX 035.2-06_1-07-E0X-CC-E32AX-3128_PC;4402;E;1;1;3128;Axial;1,822;1,41;1,897;1,595;2,02;1,62;1,942;1,61;1,855;1,546;1,818;1,432;12,65;1025;515;4;VT03208;0,05;0,23;A;35,98;57,51;2,8;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;41,4;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;7;12;6;yes;piece;1
GADC RX 035.2/3XE/HEC7A.TNPN;GADC RX;035.2/3XE/HEC7A.TNPN;n/a;finoox;203-1AVG.2Q0.1JN.RJWR-R23.01.0000.010;GADC RX 035.2-08_3-07-A0X-CL-E32AX-3128_PC;7291;A;3;1;3128;Axial;7,001;5,331;7,276;6,118;7,671;6,072;7,353;6,075;7,077;5,812;6,98;5,372;63,27;3277;515;7;VT03208;0,15;0,23;A;40,18;62,28;12,4;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;104,1;22;28;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;750;;;;;;;;no;no;L;E;Powder coated;7;6;8;yes;piece;1
GADC RX 035.2/1XN/DEA4A.TNNN;GADC RX;035.2/1XN/DEA4A.TNNN;n/a;finoox;203-1A8Q.2PW.1HL.RJW5-R23.01.0000.000;GADC RX 035.2-04_1-04-A0X-CL-E32AX-3124_Alu;2739;A;1;1;3124;Axial;3,492;2,586;3,551;3,026;4,043;3,199;3,717;3,167;3,474;2,964;3,475;2,682;17,83;2513;1470;9;VT03207;0,203;0,93;D;53,94;75,51;2,6;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;41,2;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;411;;;;;;;;no;no;L;E;Aluminum;4;6;4;yes;piece;1
GADC RX 035.2/1XN/DEA4E.TNPN;GADC RX;035.2/1XN/DEA4E.TNPN;n/a;finoox;203-1A8R.2PW.1HL.RJW5-R23.01.0800.010;GADC RX 035.2-04_1-04-E0X-CL-E32AX-3124_Alu;3392;E;1;1;3124;Axial;3,492;2,586;3,551;3,026;4,043;3,199;3,717;3,167;3,474;2,964;3,475;2,682;17,83;2513;1470;9;VT03207;0,203;0,93;D;53,94;75,51;2,6;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;45;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;L;E;Aluminum;4;6;4;yes;piece;1
GADC RX 035.2/1XN/FEA7E.TNPN;GADC RX;035.2/1XN/FEA7E.TNPN;n/a;finoox;203-1A89.2PW.1HQ.RJW2-R23.01.0800.010;GADC RX 035.2-06_1-07-E0X-CL-E32AX-3124_Alu;3690;E;1;1;3124;Axial;3,941;2,945;4,027;3,387;4,431;3,482;4,181;3,471;3,993;3,296;3,901;3,003;15,82;2581;1470;10;VT03207;0,201;0,93;C;53,94;75,51;3,6;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;48,6;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;L;E;Aluminum;7;10;6;yes;piece;1
GADC RX 035.2/2XN/HEA7A.TNNN;GADC RX;035.2/2XN/HEA7A.TNNN;n/a;finoox;203-1AAE.2PW.1JN.RJWP-R23.01.0000.000;GADC RX 035.2-08_2-07-A0X-CL-E32AX-3124_Alu;4229;A;2;1;3124;Axial;9,261;6,869;9,478;7,925;10,315;8,094;9,783;8,067;9,359;7,672;9,084;6,97;42,18;5015;1470;13;VT03207;0,407;0,93;C;56,68;78,52;8,6;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;77,4;22;28;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;630;;;;;;;;no;no;L;E;Aluminum;7;6;8;yes;piece;1
GADC RX 035.2/4XN/DEA7A.TNPN;GADC RX;035.2/4XN/DEA7A.TNPN;n/a;finoox;203-1AEJ.2PW.1HN.SJ9U-R23.01.0000.010;GADC RX 035.2-04_4-07-A0X-CL-E32AX-3124_Alu;6377;A;4;1;3124;Axial;11,82;9,004;12,132;10,316;13,374;10,684;12,697;10,591;12,076;10,059;11,847;9,295;42,18;10641;1470;20;VT03207;0,795;0,93;D;59,19;81,53;8,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;117,7;22;42;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;593;;;;;;;;no;no;L;E;Aluminum;7;2;4;yes;piece;1
GADC RX 035.2/4XN/FDE7A.TNPN;GADC RX;035.2/4XN/FDE7A.TNPN;n/a;finoox;203-1ANJ.2PW.1H9.RJRV-R23.01.0000.010;GADC RX 035.2-06_4-07-A0X-CC-E32AX-3124_Epoxy;6408;A;4;1;3124;Axial;12,486;8,496;13,759;10,638;14,52;10,675;14,004;10,689;13,473;10,137;12,28;8,481;50,62;9415;1470;20;VT03207;0,831;0,93;D;59,23;81,53;9,9;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;113,5;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;593;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GADC RX 035.2/3XN/DDC7E.TNNN;GADC RX;035.2/3XN/DDC7E.TNNN;n/a;finoox;203-1AUB.2PW.1HE.RJP3-R23.01.0800.000;GADC RX 035.2-04_3-07-E0X-CC-E32AX-3124_PC;6274;E;3;1;3124;Axial;6,931;4,926;7,324;5,796;7,906;6,019;7,55;5,981;7,233;5,682;6,796;4,976;25,31;7352;1470;18;VT03207;0,615;0,93;E;58,22;80,28;5,2;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;87,6;16;28;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Powder coated;7;4;4;yes;piece;1
GADC RX 035.2/4XN/DEC7E.TNPN;GADC RX;035.2/4XN/DEC7E.TNPN;n/a;finoox;203-1AXB.2PW.1HN.SJ9U-R23.01.0800.010;GADC RX 035.2-04_4-07-E0X-CL-E32AX-3124_PC;8055;E;4;1;3124;Axial;10,992;8,373;11,282;9,594;12,438;9,936;11,808;9,85;11,231;9,355;11,018;8,645;42,18;10641;1470;20;VT03207;0,795;0,93;D;59,19;81,53;8,8;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;126,2;22;42;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;L;E;Powder coated;7;2;4;yes;piece;1
GADC RX 035.2/4XN/DEC4E.TNNN;GADC RX;035.2/4XN/DEC4E.TNNN;n/a;finoox;203-1AWT.2PW.1HN.SJ9U-R23.01.0800.000;GADC RX 035.2-04_4-04-E0X-CL-E32AX-3124_PC;7848;E;4;1;3124;Axial;13,155;9,549;13,023;10,956;14,904;11,929;13,716;11,644;12,858;10,787;12,716;9,837;71,34;10050;1470;19;VT03207;0,813;0,93;E;59,19;81,53;8,8;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;126,8;22;42;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;L;E;Powder coated;4;2;4;yes;piece;1
GADC RX 035.2/3WL/HDA4A.TNNN;GADC RX;035.2/3WL/HDA4A.TNNN;n/a;finoox;203-1AC0.2PX.1H3.RJWV-R23.01.0000.000;GADC RX 035.2-08_3-04-A0W-CC-E32AX-3125_Alu;5397;A;3;1;3125;Axial;9,386;7,149;9,581;8,142;10,233;8,15;9,715;8,12;9,279;7,767;9,331;7,218;85,6;3725;850;9;VT03208;0,188;0,3;A;47,22;69,28;10,1;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;268;;963;93;22;35;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;633;;;;;;;;no;no;C;E;Aluminum;4;4;8;yes;piece;1
GADC RX 035.2/1WL/DEA7A.TNPN;GADC RX;035.2/1WL/DEA7A.TNPN;n/a;finoox;203-1A86.2PX.1H4.RJW1-R23.01.0000.010;GADC RX 035.2-04_1-07-A0W-CL-E32AX-3125_Alu;2975;A;1;1;3125;Axial;2,201;1,671;2,273;1,934;2,501;1,995;2,368;1,978;2,251;1,866;2,198;1,719;10,55;1628;850;6;VT03208;0,062;0,3;A;42,94;64,51;2,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;39,4;16;22;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;411;;;;;;;;no;no;L;E;Aluminum;7;10;4;yes;piece;1
GADC RX 035.2/1WL/HEA7E.TNPN;GADC RX;035.2/1WL/HEA7E.TNPN;n/a;finoox;203-1A8B.2PX.1H2.RJW5-R23.01.0800.010;GADC RX 035.2-08_1-07-E0W-CL-E32AX-3125_Alu;3939;E;1;1;3125;Axial;3,213;2,48;3,327;2,826;3,568;2,85;3,414;2,841;3,27;2,724;3,224;2,522;21,09;1544;850;6;VT03208;0,062;0,3;A;42,94;64,51;4,6;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;51,2;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Aluminum;7;12;8;yes;piece;1
GADC RX 035.2/4WL/DEE4A.TNNN;GADC RX;035.2/4WL/DEE4A.TNNN;n/a;finoox;203-1AP0.2PX.1HN.SJ9U-R23.01.0000.000;GADC RX 035.2-04_4-04-A0W-CL-E32AX-3125_Epoxy;6369;A;4;1;3125;Axial;10,882;8,202;11,094;9,379;12,204;9,732;11,457;9,619;10,8;9,155;10,817;8,378;71,34;6137;850;11;VT03208;0,247;0,3;B;48,19;70,53;8,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;113;22;42;Inclusive;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;2;4;yes;piece;1
GADC RX 035.2/4WL/HEE4E.TNNN;GADC RX;035.2/4WL/HEE4E.TNNN;n/a;finoox;203-1AP5.2PX.1JK.SJ9U-R23.01.0800.000;GADC RX 035.2-08_4-04-E0W-CL-E32AX-3125_Epoxy;8329;E;4;1;3125;Axial;14,045;10,369;14,433;11,977;15,4;12,056;14,577;12,046;13,959;11,43;13,794;10,414;142,67;5566;850;10;VT03208;0,248;0,3;A;48,19;70,53;16,5;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;149,4;22;42;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;4;8;yes;piece;1
GADC RX 035.2/1WL/FDE7A.TNNN;GADC RX;035.2/1WL/FDE7A.TNNN;n/a;finoox;203-1AG6.2PX.1HH.RJVX-R23.01.0000.000;GADC RX 035.2-06_1-07-A0W-CC-E32AX-3125_Epoxy;2763;A;1;1;3125;Axial;2,475;1,859;2,548;2,148;2,789;2,202;2,635;2,194;2,511;2,084;2,467;1,891;12,65;1460;850;6;VT03208;0,062;0,3;A;42,98;64,51;2,8;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;37,6;16;22;Inclusive;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;411;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GADC RX 035.2/2WL/FEE7E.TNNN;GADC RX;035.2/2WL/FEE7E.TNNN;n/a;finoox;203-1AKD.2PX.1HR.RJTR-R23.01.0800.000;GADC RX 035.2-06_2-07-E0W-CL-E32AX-3125_Epoxy;4633;E;2;1;3125;Axial;5,641;4,313;5,823;4,94;6,308;5,025;5,947;5;5,72;4,791;5,63;4,39;31,64;3170;850;8;VT03208;0,123;0,3;A;45,68;67,52;6,5;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;75,6;22;28;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GADC RX 035.2/1WL/DDC7E.TNPN;GADC RX;035.2/1WL/DDC7E.TNPN;n/a;finoox;203-1AQF.2PX.1HB.RJVN-R23.01.0800.010;GADC RX 035.2-04_1-07-E0W-CC-E32AX-3125_PC;4085;E;1;1;3125;Axial;1,715;1,178;1,85;1,459;1,996;1,492;1,914;1,489;1,829;1,407;1,676;1,182;8,44;1514;850;6;VT03208;0,062;0,3;B;42,98;64,51;1,7;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;38,3;16;16;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;7;16;4;yes;piece;1
GADC RX 035.2/4WL/DEC7A.TNNN;GADC RX;035.2/4WL/DEC7A.TNNN;n/a;finoox;203-1AXA.2PX.1HM.RJPY-R23.01.0000.000;GADC RX 035.2-04_4-07-A0W-CL-E32AX-3125_PC;7170;A;4;1;3125;Axial;8,042;5,695;8,472;6,845;9,171;7,03;8,757;6,997;8,382;6,623;7,852;5,737;42,18;6513;850;12;VT03208;0,247;0,3;B;48,19;70,53;8,4;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;110;22;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Powder coated;7;4;4;yes;piece;1
GADC RX 035.2/2WL/FEC7E.TNNN;GADC RX;035.2/2WL/FEC7E.TNNN;n/a;finoox;203-1ATH.2PX.1HR.RJTR-R23.01.0800.000;GADC RX 035.2-06_2-07-E0W-CL-E32AX-3125_PC;5580;E;2;1;3125;Axial;5,312;4,058;5,481;4,656;5,935;4,733;5,595;4,71;5,385;4,501;5,302;4,13;31,64;3170;850;8;VT03208;0,123;0,3;A;45,68;67,52;6,5;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;75,7;22;28;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Powder coated;7;6;6;yes;piece;1
