TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC RX 030.1/11N/FFC4E.;GASC RX;030.1/11N/FFC4E.;n/a;finoox;251-1HX0.345.3UK.S5QR-R23.;GASC RX 030.1D/14-EN1_.E_PC;1668;E;1;1;3609;Axial;2,635;1,843;2,74;2,204;3,005;2,337;2,854;2,298;2,706;2,148;2,541;1,852;16,05;1564;1760;11;VT06103;0,105;0,76;D;43,7;65,04;2;;;;GASC1;964;580;337;680;552;18,4;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GASC RX 030.1/31N/DFC4A.;GASC RX;030.1/31N/DFC4A.;n/a;finoox;251-1J0P.345.3U9.S5QZ-R23.;GASC RX 030.1C/34-AN1_.E_PC;3429;A;3;1;3609;Axial;6,154;4,216;6,574;5,175;7,319;5,49;6,933;5,432;6,568;5,078;5,967;4,233;32,1;4973;1760;19;VT06103;0,301;0,76;D;47,93;69,81;3,8;;;;GASC3;2324;580;337;2040;552;35,7;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;4;4;yes;piece;1
GASC RX 020.1/11N/DDE4A.TNNN;GASC RX;020.1/11N/DDE4A.TNNN;n/a;finoox;251-1AYQ.0YE.3UF.00NN-R23.01.0000.000;GASC RX 020.1A/14-AN1_.E_Epoxy;738;A;1;1;1102;Axial;0,827;0,586;0,825;0,681;0,937;0,736;0,862;0,72;0,813;0,668;0,793;0,595;4,2;512;2000;6;VT03033U;0,035;0,26;D;44,48;65,61;0,5;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;8;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 020.1/21N/DDE4E.TNNN;GASC RX;020.1/21N/DDE4E.TNNN;n/a;finoox;251-1CJZ.0YE.3UF.00NN-R23.01.0800.000;GASC RX 020.1A/24-EN1_.E_Epoxy;1421;E;2;1;1102;Axial;1,35;0,819;1,624;1,13;1,7;1,136;1,656;1,15;1,564;1,071;1,319;0,81;8,39;1024;2000;8;VT03033U;0,07;0,26;D;47,32;68,62;1;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;15,3;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 020.1/21N/FDE7E.TNNN;GASC RX;020.1/21N/FDE7E.TNNN;n/a;finoox;251-1CLD.0YE.3UJ.00NN-R23.01.0800.000;GASC RX 020.1B/27-EN1_.E_Epoxy;1545;E;2;1;1102;Axial;1,308;0,761;1,642;1,086;1,676;1,062;1,638;1,08;1,547;1,008;1,273;0,747;7,44;1071;2000;8;VT03033U;0,071;0,26;C;47,04;68,34;1,5;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;16,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC RX 020.1/31N/FDE7A.TNNN;GASC RX;020.1/31N/FDE7A.TNNN;n/a;finoox;251-1CNG.0YE.3W3.S5QQ-R23.01.0000.000;GASC RX 020.1B/37-AN1_.E_Epoxy;1886;A;3;1;1102;Axial;2,344;1,499;2,708;1,985;2,819;1,97;2,738;1,987;2,62;1,873;2,301;1,486;11,17;1606;2000;10;VT03033U;0,107;0,26;C;48,64;70,11;2,2;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;21,3;16;18;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC RX 020.1/21N/DDC7E.;GASC RX;020.1/21N/DDC7E.;n/a;finoox;251-1CKH.0YE.3UF.00NN-R23.;GASC RX 020.1A/27-EN1_.E_PC;1479;E;2;1;1102;Axial;1,13;0,717;1,306;0,952;1,37;0,95;1,331;0,958;1,27;0,902;1,109;0,712;4,96;1123;2000;9;VT03033U;0,072;0,26;D;46,81;68,11;1;;;;GASC2;1084;580;234;800;552;15,2;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC RX 020.1/11N/FDC4A.;GASC RX;020.1/11N/FDC4A.;n/a;finoox;251-1AZJ.0YE.3UJ.00NN-R23.;GASC RX 020.1B/14-AN1_.E_PC;937;A;1;1;1102;Axial;0,864;0,59;0,915;0,722;0,993;0,752;0,942;0,744;0,896;0,697;0,836;0,59;6,29;476;2000;5;VT03033U;0,035;0,26;D;44,99;66,12;0,8;;;;GASC1;684;580;234;400;552;8,7;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;24;6;yes;piece;1
GASC RX 030.1/11M/FFE7E.;GASC RX;030.1/11M/FFE7E.;n/a;finoox;251-1HX6.0YG.3UK.S5QW-R23.;GASC RX 030.1D/17-EL1_.E_Epoxy;1504;E;1;1;1104;Axial;1,937;1,459;1,996;1,684;2,18;1,724;2,062;1,717;1,966;1,633;1,933;1,484;9,49;1066;1250;7;VT03034U;0,028;0,27;A+;43,24;64,59;2;;;;GASC1;964;580;337;680;552;16,6;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC RX 020.1/21M/DDA7E.TNNN;GASC RX;020.1/21M/DDA7E.TNNN;n/a;finoox;251-1CJM.0YF.3UF.00NN-R23.01.0800.000;GASC RX 020.1A/27-EL1_.E;1210;E;2;1;1103;Axial;1,093;0,718;1,23;0,93;1,301;0,936;1,259;0,939;1,197;0,886;1,073;0,716;4,96;879;1500;7;VT03033U;0,041;0,16;B;43,03;64,33;1;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;15,2;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC RX 031.1/1XN/FFA4E.TNNN;GASC RX;031.1/1XN/FFA4E.TNNN;n/a;finoox;251-1B1F.245.3UK.S5QR-R23.01.0800.000;GASC RX 031.1D/14-ENX_.E;1225;E;1;1;2453;Axial;2,91;2,041;3,016;2,432;3,307;2,578;3,136;2,533;2,973;2,367;2,787;2,052;16,05;1509;1390;10;VT03159U;0,136;0,55;D;43,17;64,51;2;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;18,6;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GASC RX 031.1/3XN/FFE4E.TNNN;GASC RX;031.1/3XN/FFE4E.TNNN;n/a;finoox;251-1B4R.245.3UB.S5QU-R23.01.0800.000;GASC RX 031.1D/34-ENX_.E_Epoxy;3263;E;3;1;2453;Axial;8,602;6,164;8,91;7,248;9,802;7,707;9,272;7,559;8,795;7,071;8,359;6,209;48,15;4526;1390;18;VT03159U;0,409;0,55;D;47,4;69,28;5,6;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;46,6;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC RX 031.1/2XN/FFC4A.;GASC RX;031.1/2XN/FFC4A.;n/a;finoox;251-1B3E.245.3UA.S2SD-R23.;GASC RX 031.1D/24-ANX_.E_PC;2300;A;2;1;2453;Axial;5,178;3,691;5,382;4,364;5,916;4,632;5,602;4,549;5,314;4,256;5,029;3,715;32,1;3017;1390;14;VT03159U;0,273;0,55;D;45,9;67,52;3,8;;;;GASC2;1644;580;337;1360;552;29,5;16;22;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;4;6;6;yes;piece;1
GASC RX 031.1/1WN/DFA4A.TNNN;GASC RX;031.1/1WN/DFA4A.TNNN;n/a;finoox;251-1B0Q.246.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/14-ANW_.E;991;A;1;1;2454;Axial;2,222;1,512;2,373;1,861;2,598;1,979;2,498;1,954;2,364;1,822;2,15;1,519;10,7;1566;1300;11;VT03159U;0,101;0,42;D;42,43;63,78;1,3;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC RX 031.1/2WN/DFA4A.TNNN;GASC RX;031.1/2WN/DFA4A.TNNN;n/a;finoox;251-1B2G.246.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/24-ANW_.E;1821;A;2;1;2454;Axial;4,485;3,087;4,768;3,765;5,221;4,005;5,022;3,954;4,757;3,692;4,344;3,099;21,4;3131;1300;15;VT03159U;0,203;0,42;D;45,17;66,79;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,3;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC RX 031.1/4WN/FFA4A.TNNN;GASC RX;031.1/4WN/FFA4A.TNNN;n/a;finoox;251-1B5N.246.3UB.SJ5E-R23.01.0000.000;GASC RX 031.1D/44-ANW_.E;3337;A;4;1;2454;Axial;10,648;7,094;11,83;9,015;12,623;9,239;12,164;9,245;11,541;8,665;10,416;7,057;64,2;5750;1300;19;VT03159U;0,409;0,42;C;47,89;70,02;7,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;55,1;22;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;423;;;;;;;;no;no;F;E;Aluminum;4;4;6;yes;piece;1
GASC RX 031.1/4WN/FFA4E.TNNN;GASC RX;031.1/4WN/FFA4E.TNNN;n/a;finoox;251-1B5P.246.3UB.SJ5E-R23.01.0800.000;GASC RX 031.1D/44-ENW_.E;3805;E;4;1;2454;Axial;10,648;7,094;11,83;9,015;12,623;9,239;12,164;9,245;11,541;8,665;10,416;7,057;64,2;5750;1300;19;VT03159U;0,409;0,42;C;47,89;70,02;7,4;400V 3~N - 5.7kW;;;GASC4;3004;580;337;1360;552;61,3;22;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB29002300230;H02LA29601100230;;AY7.001481.1;2;100;2900;1;75;2960;no;no;F;E;Aluminum;4;4;6;yes;piece;1
GASC RX 031.1/1WN/FFA7E.TNNN;GASC RX;031.1/1WN/FFA7E.TNNN;n/a;finoox;251-1B1B.246.3UK.S5QW-R23.01.0800.000;GASC RX 031.1D/17-ENW_.E;1225;E;1;1;2454;Axial;2,568;1,848;2,654;2,173;2,884;2,227;2,746;2,215;2,624;2,104;2,497;1,87;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;2;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;18,6;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC RX 031.1/3WN/DFE4A.TNNN;GASC RX;031.1/3WN/DFE4A.TNNN;n/a;finoox;251-1B40.246.3U9.S5QZ-R23.01.0000.000;GASC RX 031.1C/34-ANW_.E_Epoxy;2757;A;3;1;2454;Axial;6,62;4,578;6,993;5,551;7,671;5,93;7,361;5,839;6,975;5,448;6,409;4,612;32,1;4697;1300;18;VT03159U;0,304;0,42;D;46,67;68,55;3,8;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;36,3;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;4;4;yes;piece;1
GASC RX 031.1/1WN/DFC7E.;GASC RX;031.1/1WN/DFC7E.;n/a;finoox;251-1B17.246.3UC.S5QV-R23.;GASC RX 031.1C/17-ENW_.E_PC;1388;E;1;1;2454;Axial;1,776;1,257;1,878;1,486;2,035;1,546;1,941;1,536;1,857;1,457;1,741;1,268;6,33;1728;1300;12;VT03159U;0,1;0,42;D;42,41;63,75;1,4;;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/2WN/DFC4E.;GASC RX;031.1/2WN/DFC4E.;n/a;finoox;251-1B2R.246.3UD.S5QX-R23.;GASC RX 031.1C/24-ENW_.E_PC;2370;E;2;1;2454;Axial;3,992;2,748;4,244;3,351;4,647;3,565;4,469;3,519;4,234;3,286;3,866;2,758;21,4;3131;1300;15;VT03159U;0,203;0,42;D;45,17;66,79;2,5;;;;GASC2;1644;580;337;1360;552;27,9;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GASC RX 031.1/3WN/DFC4A.;GASC RX;031.1/3WN/DFC4A.;n/a;finoox;251-1B44.246.3U9.S5QZ-R23.;GASC RX 031.1C/34-ANW_.E_PC;2953;A;3;1;2454;Axial;6,007;4,142;6,377;5,046;6,996;5,369;6,717;5,301;6,365;4,951;5,82;4,163;32,1;4697;1300;18;VT03159U;0,304;0,42;D;46,67;68,55;3,8;;;;GASC3;2324;580;337;2040;552;36,3;16;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;4;4;4;yes;piece;1
GASC RX 031.1/4WN/FFC4E.;GASC RX;031.1/4WN/FFC4E.;n/a;finoox;251-1B5X.246.3UB.SJ5E-R23.;GASC RX 031.1D/44-ENW_.E_PC;4416;E;4;1;2454;Axial;9,476;6,313;10,529;8,023;11,234;8,222;10,826;8,228;10,272;7,711;9,27;6,281;64,2;5750;1300;19;VT03159U;0,409;0,42;D;47,89;70,02;7,4;;;;GASC4;3004;580;337;1360;552;61,3;22;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;4;4;6;yes;piece;1
GASC RX 031.1/2WM/DFA4A.TNNN;GASC RX;031.1/2WM/DFA4A.TNNN;n/a;finoox;251-1B2G.247.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/24-ALW_.E;1821;A;2;1;2455;Axial;3,744;2,658;3,832;3,121;4,218;3,322;3,989;3,257;3,779;3,045;3,606;2,678;21,4;2110;900;10;VT03159U;0,178;0,38;D;41,15;62,77;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,3;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC RX 031.1/2WM/DFE4A.TNNN;GASC RX;031.1/2WM/DFE4A.TNNN;n/a;finoox;251-1B2L.247.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/24-ALW_.E_Epoxy;2026;A;2;1;2455;Axial;3,686;2,621;3,762;3,069;4,144;3,266;3,915;3,202;3,708;2,993;3,55;2,642;21,4;2110;900;10;VT03159U;0,178;0,38;D;41,15;62,77;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,3;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC RX 031.1/1WM/DFC7E.;GASC RX;031.1/1WM/DFC7E.;n/a;finoox;251-1B17.247.3UC.S5QV-R23.;GASC RX 031.1C/17-ELW_.E_PC;1388;E;1;1;2455;Axial;1,495;1,082;1,531;1,268;1,691;1,319;1,573;1,309;1,522;1,238;1,454;1,098;6,33;1208;900;8;VT03159U;0,088;0,38;D;38,32;59,66;1,4;;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/1XM/DDA7A.TNNN;GASC RX;031.1/1XM/DDA7A.TNNN;n/a;finoox;251-1AZW.248.3UG.S5QQ-R23.01.0000.000;GASC RX 031.1A/17-ALX_.E;873;A;1;1;2456;Axial;0,956;0,736;1,006;0,844;1,094;0,884;1,046;0,875;0,996;0,836;0,956;0,765;4,22;693;720;6;VT03159U;0,09;0,39;E;35,82;57,07;0,9;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,2;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Aluminum;7;8;4;yes;piece;1
GASC RX 031.1/1XM/FFC7A.;GASC RX;031.1/1XM/FFC7A.;n/a;finoox;251-1B1W.248.3UK.S5QW-R23.;GASC RX 031.1D/17-ALX_.E_PC;1287;A;1;1;2456;Axial;1,613;1,232;1,67;1,411;1,801;1,434;1,715;1,427;1,637;1,37;1,608;1,253;9,49;890;720;6;VT03159U;0,09;0,39;D;34,86;56,2;2;;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 031.1/1XM/DFC4E.;GASC RX;031.1/1XM/DFC4E.;n/a;finoox;251-1B0Z.248.3UC.S5QV-R23.;GASC RX 031.1C/14-ELX_.E_PC;1401;E;1;1;2456;Axial;1,461;1,045;1,474;1,211;1,621;1,274;1,522;1,257;1,443;1,176;1,41;1,056;10,7;826;720;6;VT03159U;0,09;0,39;E;35,05;56,39;1,3;;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC RX 031.1/41N/FFA7A.TNNN;GASC RX;031.1/41N/FFA7A.TNNN;n/a;finoox;251-1B5J.24G.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/47-AN1_.E;3796;A;4;1;2464;Axial;9,764;6,684;10,716;8,329;11,32;8,365;10,909;8,371;10,502;7,943;9,602;6,682;37,96;6590;1350;22;VT03190;0,346;0,7;B;47,13;69,25;7,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;52,1;22;22;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 031.1/11N/DFE7A.TNNN;GASC RX;031.1/11N/DFE7A.TNNN;n/a;finoox;251-1B12.24G.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/17-AN1_.E_Epoxy;1271;A;1;1;2464;Axial;1,904;1,344;1,999;1,607;2,173;1,653;2,071;1,642;1,979;1,556;1,853;1,354;6,33;1757;1350;12;VT03190;0,087;0,7;C;41,44;62,79;1,4;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;13,9;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
GASC RX 031.1/31N/DFC7A.;GASC RX;031.1/31N/DFC7A.;n/a;finoox;251-1B4C.24G.3U9.S5QZ-R23.;GASC RX 031.1C/37-AN1_.E_PC;3264;A;3;1;2464;Axial;5,419;3,863;5,706;4,535;6,18;4,72;5,896;4,688;5,645;4,452;5,314;3,908;18,98;5271;1350;21;VT03190;0,26;0,7;C;45,67;67,56;3,8;;;;GASC3;2324;580;337;2040;552;34,2;16;22;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC RX 031.1/41N/FFC7E.;GASC RX;031.1/41N/FFC7E.;n/a;finoox;251-1B65.24G.3UB.SJ5F-R23.;GASC RX 031.1D/47-EN1_.E_PC;4838;E;4;1;2464;Axial;9,08;6,216;9,966;7,746;10,527;7,779;10,146;7,785;9,766;7,387;8,93;6,215;37,96;6590;1350;22;VT03190;0,346;0,7;B;47,13;69,25;7,4;;;;GASC4;3004;580;337;1360;552;58,2;22;22;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC RX 031.1/21M/DFE7A.TNNN;GASC RX;031.1/21M/DFE7A.TNNN;n/a;finoox;251-1B2U.24H.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/27-AL1_.E_Epoxy;2256;A;2;1;2465;Axial;3,345;2,421;3,415;2,827;3,775;2,944;3,51;2,919;3,401;2,762;3,241;2,441;12,65;2637;1000;13;VT03190;0,072;0,3;A;36,61;58,23;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;23,9;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC RX 031.1/11M/DDE7E.TNNN;GASC RX;031.1/11M/DDE7E.TNNN;n/a;finoox;251-1B0D.24H.3UG.S5QQ-R23.01.0800.000;GASC RX 031.1A/17-EL1_.E_Epoxy;1284;E;1;1;2465;Axial;1,155;0,882;1,198;1,019;1,33;1,06;1,255;1,049;1,193;1,003;1,162;0,912;4,22;964;1000;8;VT03190;0,036;0,3;B;34,69;55,94;0,9;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;14,4;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC RX 030.1/21N/FFA7A.;GASC RX;030.1/21N/FFA7A.;n/a;finoox;251-1HZ3.345.3UA.S5QZ-R23.;GASC RX 030.1D/27-AN1_.E;2225;A;2;1;3609;Axial;5,272;3,814;5,453;4,465;5,911;4,572;5,628;4,545;5,389;4,321;5,128;3,851;18,98;3417;1760;16;VT06103;0,196;0,76;B;46,43;68,05;3,8;;;;GASC2;1644;580;337;1360;552;28,8;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC RX 030.1/31N/DFE4A.;GASC RX;030.1/31N/DFE4A.;n/a;finoox;251-1J0H.345.3U9.S5QZ-R23.;GASC RX 030.1C/34-AN1_.E_Epoxy;3225;A;3;1;3609;Axial;6,778;4,657;7,202;5,69;7,891;6,064;7,592;5,985;7,194;5,586;6,567;4,687;32,1;4973;1760;19;VT06103;0,301;0,76;D;47,93;69,81;3,8;;;;GASC3;2324;580;337;2040;552;35,7;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;4;4;yes;piece;1
GASC RX 030.1/31N/FFE4A.;GASC RX;030.1/31N/FFE4A.;n/a;finoox;251-1J1K.345.3UB.S5QU-R23.;GASC RX 030.1D/34-AN1_.E_Epoxy;3360;A;3;1;3609;Axial;8,822;6,257;9,099;7,383;10,1;7,857;9,481;7,706;8,991;7,207;8,499;6,299;48,15;4692;1760;18;VT06103;0,316;0,76;C;47,93;69,81;5,6;;;;GASC3;2324;580;337;2040;552;41,3;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC RX 020.1/21N/FDA4A.TNNN;GASC RX;020.1/21N/FDA4A.TNNN;n/a;finoox;251-1CKU.0YE.3UJ.00NN-R23.01.0000.000;GASC RX 020.1B/24-AN1_.E;1113;A;2;1;1102;Axial;1,39;0,787;1,793;1,147;1,828;1,126;1,793;1,149;1,678;1,064;1,346;0,77;12,59;952;2000;7;VT03033U;0,069;0,26;D;47,83;69,13;1,5;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;15,2;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC RX 020.1/31N/FDE4E.TNNN;GASC RX;020.1/31N/FDE4E.TNNN;n/a;finoox;251-1CN5.0YE.3W3.S5QQ-R23.01.0800.000;GASC RX 020.1B/34-EN1_.E_Epoxy;2197;E;3;1;1102;Axial;2,532;1,571;2,995;2,132;3,103;2,124;3,026;2,148;2,877;2,006;2,476;1,55;18,88;1428;2000;9;VT03033U;0,104;0,26;C;49,43;70,9;2,2;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;23,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
